23292742,20:f8:5e:a5:01:a0,2017-08-01T00:00:19-07:00,554886019,3,"0x0 Idle Normal",0
23292747,20:f8:5e:a5:01:a0,2017-08-01T00:00:19-07:00,554886019,6,"Commodity Read: Code 0x00, Inst 0x000000000000, Cumul 0x00000000E5B0; Code 0x06, Inst 0x000000000000, Cumul 0x000000001290; Code 0x07, Inst 0x000000000000, Cumul 0x000000000384"
23293088,20:f8:5e:a5:01:a0,2017-08-01T00:01:19-07:00,554886079,3,"0x0 Idle Normal",0
23293093,20:f8:5e:a5:01:a0,2017-08-01T00:01:19-07:00,554886079,6,"Commodity Read: Code 0x00, Inst 0x000000000000, Cumul 0x00000000E5B0; Code 0x06, Inst 0x000000000000, Cumul 0x000000001290; Code 0x07, Inst 0x000000000000, Cumul 0x000000000384"
23293432,20:f8:5e:a5:01:a0,2017-08-01T00:02:20-07:00,554886140,3,"0x0 Idle Normal",0
23293437,20:f8:5e:a5:01:a0,2017-08-01T00:02:20-07:00,554886140,6,"Commodity Read: Code 0x00, Inst 0x000000000000, Cumul 0x00000000E5B0; Code 0x06, Inst 0x000000000000, Cumul 0x000000001290; Code 0x07, Inst 0x000000000000, Cumul 0x000000000384"
23293802,20:f8:5e:a5:01:a0,2017-08-01T00:03:19-07:00,554886199,3,"0x0 Idle Normal",0
23293807,20:f8:5e:a5:01:a0,2017-08-01T00:03:19-07:00,554886199,6,"Commodity Read: Code 0x00, Inst 0x000000000000, Cumul 0x00000000E5B0; Code 0x06, Inst 0x000000000000, Cumul 0x000000001290; Code 0x07, Inst 0x000000000000, Cumul 0x000000000384"
23294141,20:f8:5e:a5:01:a0,2017-08-01T00:04:19-07:00,554886259,3,"0x0 Idle Normal",0
23294146,20:f8:5e:a5:01:a0,2017-08-01T00:04:19-07:00,554886259,6,"Commodity Read: Code 0x00, Inst 0x000000000000, Cumul 0x00000000E5B0; Code 0x06, Inst 0x000000000000, Cumul 0x000000001290; Code 0x07, Inst 0x000000000000, Cumul 0x000000000384"
