Capacity,Power,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Elapsed Seconds
375,4500,117.8366,117.6116,116.825,116.2616,115.8116,1067.779423
375,4500,117.8366,117.6116,116.9366,116.375,115.925,1073.93101287
375,4500,117.8366,117.6116,117.05,116.4866,115.925,1079.25905299
375,4500,117.8366,117.5,116.9366,116.6,116.0366,1084.57920289
375,4500,117.8366,117.5,117.05,116.7116,116.7116,1089.89899302
375,4500,117.8366,117.5,117.05,116.825,116.6,1097.70957088
375,4500,117.725,117.3866,117.05,116.9366,116.7116,1103.31905508
375,4500,117.725,117.3866,117.1616,116.9366,116.7116,1109.46916199
375,4500,117.725,117.3866,117.1616,117.05,116.7116,1114.78916001
375,4500,117.725,117.3866,117.275,117.1616,116.7116,1120.10928607
375,4500,117.725,117.3866,117.3866,117.275,116.9366,1127.91950107
375,4500,117.725,117.5,117.3866,117.275,116.825,1133.23871398
375,4500,117.725,117.5,117.5,117.3866,116.825,1138.559273
375,4500,117.725,117.5,117.5,117.3866,116.825,1143.99862003
375,4500,117.725,117.5,117.6116,117.5,117.275,1150.14937997
375,4500,117.725,117.5,117.6116,117.5,117.275,1157.12943697
375,4500,117.725,117.6116,117.6116,117.5,117.1616,1163.27913904
375,4500,117.8366,117.6116,117.725,117.6116,117.05,1168.59955287
375,4500,117.8366,117.6116,117.725,117.6116,117.05,1173.91889286
300,4500,117.95,117.725,117.725,117.725,117.05,1180.069067
300,4500,118.0616,117.8366,117.8366,117.725,117.275,1187.1292789
300,4500,118.0616,117.95,117.95,117.725,117.275,1192.44975591
300,4500,118.175,117.95,117.95,117.8366,117.6116,1201.10076308
300,4500,118.175,118.0616,118.0616,117.95,117.725,1207.24962187
300,4500,118.2866,118.0616,118.0616,117.95,117.6116,1213.52904987
300,4500,118.2866,118.0616,118.0616,117.95,117.6116,1218.84939694
300,4500,118.2866,118.175,118.2866,118.0616,118.2866,1225.36935902
300,4500,118.4,118.175,118.2866,118.175,118.2866,1232.34928298
225,4500,118.4,118.175,118.4,118.175,117.95,1238.49900889
225,4500,118.5116,118.175,118.4,118.2866,117.95,1242.8210969
0,17,118.5116,118.2866,118.4,118.2866,118.85,1247.14014292
0,17,118.5116,118.2866,118.4,118.2866,119.1866,1251.45918202
0,17,118.625,118.4,118.5116,118.4,118.9616,1255.9995389
0,17,118.625,118.4,118.5116,118.4,118.625,1260.32019901
0,17,118.625,118.5116,118.5116,118.4,118.5116,1264.64253187
0,17,118.7366,118.5116,118.625,118.5116,118.2866,1270.63931894
0,17,118.7366,118.625,118.7366,118.5116,118.2866,1275.78946185
0,17,118.7366,118.7366,118.7366,118.5116,118.2866,1280.1195569
0,17,118.85,118.7366,118.85,118.625,118.175,1285.26856589
0,17,118.85,118.7366,118.9616,118.7366,118.175,1289.58928704
0,17,118.9616,118.7366,118.9616,118.7366,118.175,1293.90937304
0,17,118.9616,118.85,118.9616,118.7366,118.175,1300.06084299
225,4500,119.075,118.85,118.9616,118.85,118.175,1305.42927408
225,4500,119.1866,118.9616,119.075,118.85,119.3,1313.25872087
225,4500,119.1866,118.9616,119.075,118.85,119.1866,1318.58942103
225,4500,119.1866,118.9616,119.075,118.85,119.075,1324.73915792
225,4500,119.1866,119.075,119.075,118.85,119.3,1330.89032197
225,4500,119.4116,119.075,119.1866,118.9616,119.525,1336.20942807
225,4500,119.4116,119.1866,119.1866,118.9616,119.4116,1341.52871704
225,4500,119.525,119.1866,119.3,119.075,119.3,1346.87917805
225,4500,119.525,119.3,119.3,119.075,119.1866,1352.19892597
150,4500,119.525,119.3,119.3,119.3,119.075,1357.51898599
150,4500,119.525,119.4116,119.6366,119.4116,119.075,1362.83958888
150,4500,119.6366,119.525,119.75,119.4116,119.075,1369.81969404
150,4500,119.6366,119.75,119.75,119.525,118.9616,1375.96870899
150,4500,119.75,119.75,119.75,119.525,119.075,1381.28947687
150,4500,119.8616,119.75,119.75,119.525,119.1866,1386.74878693
150,4500,119.8616,119.6366,119.75,119.6366,119.6366,1392.06952596
150,4500,119.975,119.75,119.75,119.75,119.6366,1399.88972592
150,4500,119.975,119.75,119.8616,119.75,119.6366,1406.04050803
150,4500,120.0866,119.75,119.8616,119.8616,119.6366,1411.35926986
150,4500,120.0866,119.8616,119.975,119.8616,119.525,1418.33940005
150,4500,120.2,119.8616,119.975,119.8616,119.525,1424.48932385
150,4500,120.3116,119.8616,119.975,119.8616,119.525,1429.908741
150,4500,120.3116,120.0866,119.975,120.0866,119.525,1436.88915586
150,4500,120.3116,120.0866,120.0866,120.0866,119.525,1442.20921493
150,4500,120.3116,120.0866,120.2,120.0866,119.525,1448.35863495
150,4500,120.3116,120.2,120.2,120.2,119.525,1453.67924094
150,4500,120.3116,120.2,120.3116,120.2,119.525,1458.99915886
150,4500,120.425,120.2,120.3116,120.3116,119.6366,1464.3190589
150,4500,120.5366,120.2,120.425,120.425,119.75,1470.78935003
150,4500,120.5366,120.425,120.5366,120.425,119.975,1476.94968891
75,4500,120.65,120.5366,120.5366,120.425,120.2,1482.27929592
75,4500,120.7616,120.65,120.65,120.5366,120.0866,1487.59922385
75,4500,120.7616,120.65,120.7616,120.65,120.425,1493.74921989
75,4500,120.7616,120.65,120.875,120.5366,120.9866,1499.06866693
75,4500,120.7616,120.65,120.875,120.5366,120.875,1505.22118998
75,4500,120.875,120.65,120.875,120.65,120.5366,1511.37998486
75,4500,120.9866,120.65,120.875,120.65,120.7616,1516.69956899
75,4500,120.9866,120.7616,120.875,120.7616,120.65,1522.84966087
75,4500,121.1,120.875,120.875,120.7616,120.875,1529.02987385
75,4500,121.2116,120.875,120.9866,120.875,120.7616,1535.17936206
0,4500,121.2116,120.875,120.9866,120.875,121.4366,1540.49923801
0,4500,121.2116,120.9866,121.1,120.9866,121.8866,1545.81950903
0,4500,121.325,120.9866,121.2116,120.9866,121.6616,1552.00934792
0,4500,121.2116,120.9866,121.325,121.1,121.325,1557.32926106
0,4500,121.2116,121.1,121.4366,121.2116,121.55,1563.47918296
0,4500,121.2116,121.1,121.4366,121.2116,121.55,1568.81167889
0,4500,121.325,121.2116,121.4366,121.2116,121.55,1574.95984387
0,4500,121.325,121.325,121.55,121.4366,121.325,1581.10868192
0,4500,121.4366,121.55,121.55,121.4366,121.325,1588.08978891
0,4500,121.55,121.55,121.6616,121.4366,121.6616,1593.52940893
0,4500,121.6616,121.55,121.6616,121.55,122.1116,1598.84937501
0,4500,121.775,121.55,121.6616,121.55,122.3366,1604.16902304
0,4500,121.775,121.6616,121.775,121.6616,121.8866,1610.32902288
0,4500,121.8866,121.6616,121.8866,121.8866,121.775,1615.64928389
0,4500,121.8866,121.775,122.0,121.8866,121.55,1622.62937999
0,4500,122.0,121.775,122.1116,121.8866,121.4366,1627.95089698
0,4500,122.0,121.8866,122.1116,121.8866,121.6616,1633.35908198
0,4500,122.0,122.0,122.1116,121.8866,121.6616,1639.51944089
0,4500,122.0,122.0,122.1116,122.0,121.6616,1644.83886695
0,4500,122.1116,122.1116,122.1116,122.0,121.775,1650.15863585
0,4500,122.225,122.1116,122.1116,122.0,121.775,1655.48923802
0,4500,122.225,122.1116,122.1116,122.0,121.6616,1660.8101809
0,4500,122.3366,122.1116,122.1116,122.1116,121.6616,1666.12949705
0,4500,122.3366,122.1116,122.1116,122.1116,121.8866,1672.28046608
0,4500,122.3366,122.1116,122.225,122.1116,121.8866,1677.60938597
0,4500,122.3366,122.1116,122.3366,122.1116,121.8866,1682.92940903
0,4500,122.45,122.225,122.3366,122.225,121.775,1689.07932305
0,4500,122.45,122.225,122.45,122.225,121.775,1694.49900508
