Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Elapsed Seconds
120.65,120.425,120.425,106.7,106.5866,456.255958796
120.5366,120.425,120.425,106.7,106.925,460.406589985
120.65,120.425,120.425,106.7,106.925,465.386184931
120.5366,120.425,120.425,106.8116,106.8116,471.196624994
120.65,120.425,120.425,106.8116,106.8116,476.215991974
120.5366,120.425,120.425,107.0366,107.15,481.196619987
120.5366,120.425,120.425,107.15,107.2616,485.366799831
120.5366,120.425,120.425,107.2616,107.15,489.615942955
120.5366,120.425,120.425,107.4866,107.4866,493.766237974
120.5366,120.425,120.425,107.4866,108.1616,497.916517973
120.5366,120.425,120.425,107.4866,108.5,502.067372799
120.5366,120.425,120.425,107.825,108.5,507.045892
120.5366,120.425,120.3116,107.9366,108.5,511.197229862
120.5366,120.425,120.3116,108.05,108.725,515.346647024
120.5366,120.425,120.3116,108.1616,108.8366,519.50661087
120.5366,120.425,120.425,108.275,108.95,524.486076832
120.5366,120.425,120.425,108.3866,108.725,529.645913839
120.5366,120.425,120.425,108.5,108.5,533.798281908
120.65,120.425,120.425,108.5,108.5,537.945990801
120.65,120.425,120.425,108.725,109.175,543.766649008
120.5366,120.425,120.425,108.725,109.5116,547.956413984
120.65,120.425,120.425,108.8366,109.2866,552.106757879
120.5366,120.425,120.425,108.95,109.0616,556.256368876
120.5366,120.425,120.425,109.0616,109.2866,560.406735897
120.5366,120.425,120.425,109.175,109.85,566.216466904
120.5366,120.425,120.425,109.2866,109.9616,572.866750956
120.5366,120.425,120.425,109.2866,110.075,577.026351929
120.5366,120.425,120.425,109.4,110.4116,581.186785936
120.5366,120.425,120.425,109.5116,110.525,586.166603804
120.5366,120.425,120.425,109.7366,110.975,590.316538811
120.5366,120.425,120.425,109.9616,111.2,595.296548843
120.5366,120.425,120.425,110.075,110.975,599.625953913
120.5366,120.425,120.425,110.1866,110.8616,604.606213808
120.5366,120.425,120.425,110.1866,110.75,608.755954981
120.5366,120.425,120.425,110.3,110.6366,612.906741858
120.5366,120.425,120.425,110.4116,110.4116,618.716084957
120.5366,120.425,120.425,110.525,110.3,622.866706848
120.5366,120.425,120.425,110.525,110.1866,627.017359018
120.5366,120.425,120.425,110.6366,110.525,631.996637821
120.5366,120.425,120.3116,110.75,110.6366,636.986958981
120.5366,120.425,120.425,110.975,110.75,642.137591839
120.5366,120.425,120.425,111.0866,110.8616,646.286443949
120.5366,120.425,120.425,111.3116,111.425,650.436744928
120.5366,120.425,120.425,111.425,112.1,657.076931953
120.5366,120.425,120.425,111.5366,112.6616,661.226020813
120.5366,120.425,120.425,111.65,112.55,665.376871824
120.5366,120.425,120.425,111.7616,111.9866,670.367667913
120.5366,120.425,120.425,111.875,111.7616,675.347021818
120.5366,120.425,120.3116,111.875,111.65,679.496184826
120.5366,120.425,120.425,111.9866,111.65,683.71645093
120.5366,120.425,120.425,111.9866,111.7616,687.866797924
120.5366,120.425,120.425,112.1,112.1,692.026498795
120.5366,120.425,120.425,112.2116,112.1,696.177170992
120.5366,120.425,120.425,112.325,113.1116,701.155905962
120.5366,120.425,120.3116,112.55,113.45,705.306864977
120.5366,120.425,120.425,112.775,113.45,709.456457853
120.5366,120.425,120.3116,112.8866,113.45,713.606267929
120.5366,120.425,120.3116,113.0,113.45,717.756891012
120.5366,120.425,120.3116,113.0,113.3366,722.159655809
120.5366,120.425,120.425,113.0,113.675,727.136637926
120.5366,120.425,120.425,113.1116,113.9,731.286064863
120.5366,120.425,120.3116,113.225,113.675,735.436910868
120.5366,120.425,120.425,113.3366,113.45,739.586526871
120.5366,120.425,120.3116,113.45,114.0116,743.745958805
120.5366,120.425,120.3116,113.5616,114.125,748.726377964
120.5366,120.425,120.3116,113.5616,114.2366,752.876339912
120.5366,120.425,120.425,113.675,114.8,757.02631402
120.5366,120.425,120.3116,113.675,115.25,762.016538858
120.5366,120.425,120.3116,113.7866,115.3616,766.166759014
120.5366,120.425,120.3116,113.9,114.9116,771.146598816
120.5366,120.425,120.3116,114.0116,114.6866,775.479026794
120.5366,120.425,120.3116,114.125,114.6866,780.468040943
120.5366,120.425,120.3116,114.2366,114.9116,784.616000891
120.5366,120.425,120.3116,114.35,114.6866,788.769625902
120.5366,120.425,120.3116,114.4616,114.575,792.916071892
120.5366,120.425,120.3116,114.575,114.6866,797.066817999
120.5366,120.425,120.2,114.575,114.8,802.046582937
120.5366,120.425,119.8616,114.6866,114.8,807.036761999
120.5366,120.425,119.8616,114.6866,114.6866,811.187129021
120.5366,120.425,119.75,114.8,114.8,815.368214846
120.5366,120.425,119.525,114.9116,115.025,819.517472982
120.5366,120.425,119.1866,115.025,114.9116,825.336718798
120.5366,120.425,119.1866,115.25,115.475,829.486078978
120.5366,120.425,119.6366,115.3616,115.3616,833.636174917
120.5366,120.425,119.6366,115.475,115.25,837.786608934
120.5366,120.425,119.3,115.7,115.7,842.776325941
120.5366,120.425,118.9616,115.8116,115.7,847.756398916
120.5366,120.425,119.1866,115.925,115.7,854.415982962
120.5366,120.425,119.1866,116.0366,115.5866,858.56673789
120.5366,120.3116,119.3,116.0366,115.5866,862.716414928
120.5366,120.3116,119.1866,116.15,115.5866,866.867548943
120.5366,120.425,119.075,116.2616,115.7,871.016366005
120.5366,120.425,119.3,116.2616,115.8116,875.168542862
120.5366,120.3116,119.1866,116.375,115.925,880.156433821
120.5366,120.3116,118.9616,116.375,116.4866,885.966657877
120.5366,120.425,119.075,116.6,116.825,890.11638999
120.5366,120.425,118.9616,116.825,117.05,894.267023802
120.5366,120.425,118.85,116.9366,117.05,898.416358948
120.5366,120.425,118.625,117.1616,117.1616,904.367527008
120.5366,120.425,118.5116,117.275,117.05,908.516522884
120.5366,120.425,118.4,117.275,116.9366,912.666855812
120.5366,120.425,118.625,117.5,116.825,920.967164993
120.5366,120.425,118.85,117.5,116.7116,925.116616011
120.5366,120.425,118.9616,117.5,116.7116,930.096542835
120.5366,120.425,118.85,117.725,117.1616,936.738135815
120.5366,120.425,118.7366,117.725,117.5,940.886748791
120.5366,120.425,118.7366,117.8366,117.5,945.866727829
120.5366,120.425,118.625,117.8366,117.5,950.026318789
120.5366,120.425,118.7366,117.8366,117.725,955.186599016
120.5366,120.425,118.85,117.95,117.725,960.166680813
120.5366,120.425,119.075,118.0616,117.725,964.316451788
120.5366,120.425,119.1866,118.2866,117.725,970.126397848
120.5366,120.425,119.1866,118.4,117.725,974.280117989
120.5366,120.425,119.1866,118.5116,117.725,978.4263978
120.5366,120.425,119.3,118.625,117.725,982.577837944
120.5366,120.3116,119.3,118.7366,117.8366,986.726408005
120.5366,120.3116,119.3,118.7366,118.0616,990.886695862
120.5366,120.0866,119.1866,118.85,118.175,995.056521893
120.5366,119.975,119.1866,118.85,118.175,1000.04642582
120.5366,119.975,119.1866,118.9616,118.2866,1004.21593881
120.5366,120.0866,119.4116,119.075,118.2866,1008.58599901
120.5366,120.2,119.525,119.1866,118.2866,1013.57123995
120.5366,120.2,119.6366,119.3,118.4,1018.54587698
120.5366,120.2,119.6366,119.525,118.4,1023.52641487
120.5366,120.3116,119.6366,119.6366,118.4,1027.68647194
120.5366,120.3116,119.525,119.75,118.5116,1031.84646201
120.5366,120.2,119.6366,119.75,118.5116,1035.9966228
120.5366,120.2,119.6366,119.75,118.5116,1041.82650685
120.5366,120.2,119.6366,119.75,118.7366,1046.92632985
120.5366,120.2,119.75,119.75,119.075,1051.07739401
120.5366,120.2,119.75,119.75,119.3,1055.22648692
120.5366,120.2,119.8616,119.75,119.3,1061.04716492
120.5366,120.2,119.8616,119.75,119.3,1065.19652581
120.425,120.2,119.975,119.75,119.3,1069.34863591
120.425,120.2,119.975,119.8616,119.3,1074.32632184
120.425,120.3116,120.0866,119.8616,119.525,1078.48712683
120.425,120.3116,120.0866,119.975,119.525,1082.63663197
120.425,120.2,120.2,119.975,119.6366,1087.64591789
120.425,120.2,120.3116,120.0866,119.6366,1092.62638402
120.425,120.2,120.3116,120.0866,119.6366,1096.7794888
120.425,120.2,120.3116,120.0866,119.75,1100.9278779
120.5366,120.2,120.3116,120.2,119.8616,1105.08641696
120.5366,120.3116,120.3116,120.2,119.8616,1110.07685781
120.5366,120.3116,120.425,120.3116,119.8616,1114.22643399
120.5366,120.3116,120.425,120.3116,119.8616,1118.38658786
120.65,120.3116,120.5366,120.3116,119.8616,1123.36673284
120.65,120.425,120.5366,120.3116,119.975,1127.51660085
120.7616,120.5366,120.65,120.3116,119.975,1131.66665292
120.7616,120.65,120.7616,120.425,119.975,1135.8163619
120.875,120.65,120.7616,120.425,119.975,1139.96660686
120.875,120.7616,120.875,120.5366,120.0866,1144.11649084
120.9866,120.7616,120.875,120.65,120.3116,1148.26612282
121.1,120.7616,120.875,120.65,120.65,1152.41726685
121.2116,120.875,120.875,120.65,120.875,1157.42003298
121.2116,120.875,120.875,120.7616,120.7616,1162.51644397
121.2116,120.875,120.9866,120.7616,120.65,1168.32647991
121.2116,120.9866,120.9866,120.875,121.1,1173.4667418
121.2116,120.9866,120.9866,120.875,120.9866,1177.61634588
121.2116,120.9866,121.1,120.875,120.7616,1183.42643285
121.2116,120.9866,121.1,120.875,120.65,1187.57669783
121.325,120.9866,121.1,120.9866,120.65,1192.55838394
121.325,120.9866,121.1,120.9866,120.65,1198.37832379
121.4366,121.1,121.2116,121.1,120.65,1202.5265429
121.55,121.1,121.325,121.1,121.2116,1206.68681192
121.6616,121.2116,121.325,121.1,121.2116,1210.94656301
121.6616,121.325,121.4366,121.1,121.4366,1215.10670686
121.6616,121.325,121.4366,121.2116,121.2116,1219.25641799
121.6616,121.325,121.4366,121.325,121.2116,1225.23651385
121.6616,121.4366,121.4366,121.4366,120.9866,1229.38652086
121.775,121.4366,121.4366,121.55,120.9866,1234.36684585
121.775,121.4366,121.55,121.55,121.2116,1238.51781201
121.775,121.4366,121.6616,121.55,121.6616,1242.66698599
121.775,121.55,121.6616,121.55,121.6616,1246.81652999
121.775,121.55,121.6616,121.6616,121.4366,1251.79675794
121.775,121.55,121.6616,121.6616,121.4366,1255.95637894
121.8866,121.55,121.6616,121.6616,121.325,1260.946486
122.0,121.6616,121.775,121.6616,121.325,1265.10664797
122.1116,121.775,121.775,121.775,121.2116,1270.08706784
122.1116,121.775,121.8866,121.775,121.325,1274.26612496
122.1116,121.8866,121.8866,121.775,121.4366,1278.43729591
122.1116,121.8866,121.8866,121.775,121.4366,1284.24641991
122.225,121.8866,122.1116,121.8866,121.4366,1288.406533
122.225,121.8866,122.0,121.8866,121.4366,1292.56676292
122.225,122.0,122.1116,122.0,121.4366,1296.71643996
122.225,122.0,122.1116,122.0,121.4366,1300.86615801
122.225,122.0,122.1116,122.1116,121.55,1305.01643991
122.3366,122.0,122.1116,122.1116,121.55,1309.16656399
122.45,122.1116,122.225,122.225,121.55,1313.35773087
122.45,122.225,122.225,122.225,121.6616,1317.50678897
122.5616,122.3366,122.3366,122.3366,122.0,1323.31591201
122.675,122.3366,122.45,122.3366,122.0,1327.46659279
122.675,122.3366,122.45,122.45,122.1116,1331.61602283
122.675,122.45,122.5616,122.45,122.5616,1335.76670289
122.675,122.45,122.5616,122.45,123.0116,1341.586411
122.675,122.45,122.675,122.45,122.9,1345.73698902
122.675,122.5616,122.675,122.5616,122.7866,1349.88648081
122.7866,122.5616,122.675,122.5616,122.5616,1354.86663079
122.9,122.675,122.7866,122.5616,122.45,1359.84644079
122.9,122.675,122.9,122.675,122.3366,1364.00676584
122.9,122.675,122.9,122.675,122.3366,1368.15653396
122.9,122.7866,123.0116,122.675,122.3366,1373.23637199
123.0116,122.7866,123.0116,122.675,122.225,1378.22666287
123.0116,122.7866,122.9,122.7866,122.225,1383.49606895
123.125,122.9,122.9,122.7866,122.1116,1387.64644098
123.2366,122.9,123.0116,122.7866,122.1116,1391.79659081
123.2366,122.9,123.0116,122.7866,122.1116,1398.43666601
123.2366,123.0116,123.0116,122.7866,122.1116,1402.58657098
123.2366,123.0116,123.0116,122.7866,122.1116,1408.39655781
123.2366,123.0116,123.0116,122.7866,122.1116,1413.376019
123.2366,123.0116,123.0116,122.9,122.1116,1417.52652502
123.2366,123.0116,123.0116,122.9,122.1116,1422.50659299
123.2366,123.0116,123.0116,122.9,122.1116,1426.76673198
123.2366,123.0116,123.0116,122.9,122.1116,1432.58658385
123.125,123.0116,123.0116,122.9,122.1116,1436.76661897
123.125,123.0116,123.0116,122.9,122.1116,1440.91662788
123.125,123.0116,123.0116,122.9,122.1116,1445.07676291
123.125,123.0116,123.0116,122.9,122.1116,1449.22652197
123.125,123.0116,123.0116,122.9,122.1116,1454.20637679
123.125,123.0116,123.0116,122.9,122.1116,1458.35636187
123.125,122.9,123.0116,122.9,122.1116,1463.33685184
123.125,123.0116,122.9,122.9,122.1116,1469.14642286
123.125,122.9,123.0116,122.9,122.1116,1473.29690385
123.125,123.0116,122.9,122.9,122.1116,1477.57703185
123.125,122.9,123.0116,122.9,122.1116,1481.7265389
123.125,122.9,123.0116,122.9,122.1116,1487.53681397
123.125,122.9,122.9,122.9,122.1116,1491.68689585
123.125,122.9,123.0116,122.9,122.1116,1496.66669297
123.125,122.9,123.0116,122.9,122.1116,1500.82653499
123.125,122.9,123.0116,122.9,122.1116,1505.80665779
123.125,122.9,123.0116,122.9,122.1116,1509.9668088
123.125,122.9,123.0116,122.9,122.1116,1514.11694884
123.125,122.9,123.0116,122.9,122.1116,1518.3068428
123.125,122.9,122.9,122.9,122.1116,1522.45643902
123.125,122.9,123.0116,122.9,122.1116,1526.61661291
123.125,122.9,123.0116,122.9,122.1116,1531.59826994
123.125,122.9,123.0116,122.9,122.1116,1535.76702881
123.125,122.9,122.9,122.9,122.1116,1539.91590595
123.125,122.9,123.0116,122.9,122.225,1546.55778694
123.125,123.0116,123.0116,122.9,122.1116,1551.53658199
123.125,122.9,123.0116,122.9,122.1116,1555.68773079
123.125,122.9,122.9,122.9,122.1116,1559.97814393
123.125,123.0116,123.0116,122.9,122.1116,1564.13695884
123.125,122.9,123.0116,122.9,122.1116,1568.28679895
123.125,122.9,123.0116,122.9,122.1116,1574.09661794
123.125,122.9,123.0116,122.9,122.1116,1579.08652091
123.125,122.9,122.9,122.9,122.1116,1583.23609996
123.125,123.0116,122.9,122.9,122.1116,1589.04598284
123.125,123.0116,123.0116,122.9,122.1116,1594.03653789
